Telco Domain Risk Summary — Per-Domain Risk Score Calculation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Each carrier rolled up from its subdomain-level V5 scores. MAX pillars = worst subdomain per pillar (operational view). Final Risk Score (Max) = max of subdomain composites; Final Risk Score (Avg) = mean across all subdomains.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rank;Domain;Subdomains;KEV Hosts;EPSS Hosts;Any-CVE Hosts;Weak DMARC Hosts;Weak SPF Hosts;Dangling CNAME Hosts;Int IP Exposed Hosts;SSH Hosts;FTP Hosts;MySQL Hosts;Postgres Hosts;RDP Hosts;SNMP Hosts;XSS Hosts;SSRF Hosts;SQLi Hosts;P1 CVE (Max);P2 Email (Max);P3 Infra (Max);P4 Web (Max);P5 Surface (Max);P1 CVE (Avg);P2 Email (Avg);P3 Infra (Avg);P4 Web (Avg);P5 Surface (Avg);Max Penalty;Final Risk Score (Max);Max Band;Final Risk Score (Avg);Avg Band;Worst Subdomain;FRN;holding_company;Registered Name;Company Name;city;state;Domain;# Employees;Private or Public;Aquired or Not;Annual Revenue;Founded Year;WISP or Cable;Principal_Communications_Type;Chief_Executive_Officer
417;senawave.com;30;5;5;6;0;0;0;0;0;0;1;1;0;1;0;0;0;100;0;80;0;88,2;18;0;3,5;0;18,8;5,0;95,0;Critical;25,3;Medium;autoconfig.senawave.com;22205454;SENAWAVE LLC;Coordinated Telecom, Inc.;Coordinated Telecom;Salt Lake City;UT;senawave.com;Nov-50;Private;I do not have enough information to determine if Coordinated Telecom (senawave.com) has been acquired. The provided search results discuss other telecommunications companies and regulatory bodies, but do not contain information regarding Coordinated Telecom, Inc. or its acquisition status.;$5M-$10M;2004;WISP;Interconnected VoIP;David Bradshaw
418;sequreit.com;87;2;2;4;1;0;0;0;2;0;1;0;0;0;3;1;0;100;50;95;50;64,1;3,3;0,6;1,7;1,6;8,2;5,0;95,0;Critical;7,6;Minimal;encoreins.pbx.sequreit.com;26462903;Tech Electronics;Sequre, LLC;Sequre;Springfield;MO;sequreit.com;Nov-50;Private;I do not have enough information to determine if Sequre, LLC (sequreit.com) has been acquired. The search results mention the acquisition of SeQure Dx by MaxCyte and the acquisition of SeQure microcatheter assets by Argon Medical, but these refer to different entities than the Springfield, MO-based company.;$1 million - $5 million;2018;NA;Interconnected VoIP;Kurt Canova
419;shelbyfiber.com;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;100;0;0;30;27,5;50;0;0;15;27,5;5,0;95,0;Critical;58,2;High;shelbyfiber.com;2821221;;ShelbyFiber;ShelbyFiber;Shelbyville;IL;shelbyfiber.com;Nov-50;Private;Not acquired. ShelbyFiber is a service provided by Shelby Electric Cooperative.;$1 million-$5 million;1938;NA;Interconnected VoIP;Josh Shallenberger
420;singlesource.ws;20;2;0;2;0;0;4;0;10;10;10;0;0;0;2;0;3;86;0;100;90;70,8;8,3;0;50;18;37;5,0;95,0;Critical;53,1;High;mail.singlesource.ws;26731398;;Single Source;Single Source;Lutherville;MD;singlesource.ws;02-Oct;Private;Aquired by ClearStar;$1M-$5M;1992;WISP;Interconnected VoIP;Cortright Sandstrom
421;smtel.com;27;1;1;1;0;0;0;0;4;0;0;0;0;0;0;1;0;100;0;55;50;66;3,7;0;8,1;1,9;19;5,0;95,0;Critical;18,1;Low;conference.smtel.com;1648039;;Southern Montana Telephone Co.;Southern Montana Telephone;Wisdom;MT;smtel.com;02-Oct;Private;I do not have enough information to determine if Southern Montana Telephone Co. has been acquired. The search results mention the acquisition of other companies with similar names, such as Southern Phone Company by AGL and Southern Kansas Telephone Company by Twin Valley Management, but they do not indicate that Southern Montana Telephone Co. has been acquired. Current information shows it continues to operate with its own management team and local service mission.;$1M-$10M;1944;NA;Incumbent Local Exchange Carrier;Robert Helming
422;softimum.com;30;7;4;7;1;0;4;0;3;0;3;0;0;0;5;1;3;100;50;95;90;57,6;20,1;1,7;9,5;16,7;21,9;5,0;95,0;Critical;31,4;Medium;dialpoint.softimum.com;31422900;;Softimum;Softimum;Morganville;NJ;softimum.com;Nov-50;Private;I do not have enough information to determine if Softimum has been acquired. The search results do not indicate any acquisition activity for a company by this name based in Morganville, NJ, or operating under the domain softimum.com.;$1M-$5M;2010;Cable;Interconnected VoIP;Rana Dutt
423;solbroadband.com;20;2;2;3;0;1;0;3;0;0;0;0;0;0;1;0;4;100;40;0;60;66;11,3;2;0;16,5;25;5,0;95,0;Critical;27,8;Medium;voip1.solbroadband.com;18269076;;Speed of Light Broadband, Inc.;Speed of Light Broadband;Denton;TX;solbroadband.com;Nov-50;Private;Aquired by ElektraFi;$1M-$5M;2005;WISP;Interconnected VoIP;John Hall
424;sonictel.com;22;4;2;4;0;1;2;0;0;0;0;0;0;0;4;1;3;100;40;0;90;66;16;1,8;0;18,6;31;5,0;95,0;Critical;34,2;Medium;rec.sonictel.com;27784222;;Sonictel, Inc;Sonictel;Brewster;NY;sonictel.com;Nov-20;Private;I do not have enough information to determine if Sonictel, Inc. has been acquired. The provided text mentions that in the event the business is sold, data will be disclosed to new owners, but it does not state that an acquisition has occurred.;$1 million - $5 million;1989;NA;Interconnected VoIP;Linda Walsh
425;stradacomm.com;16;4;0;4;1;1;0;0;2;5;5;5;0;0;4;0;2;86,4;90;100;90;62,1;20,9;5,6;38,1;15;40,5;5,0;95,0;Critical;55,4;High;autoconfig.stradacomm.com;27155993;;Strada Communications, LLC;Strada Communications;Port Byron;IL;stradacomm.com;01-Oct;Private;Aquired by Crown Telecom Solutions;Less than $1 million;2017;NA;CAP/LEC;Scott Searl
426;talktt.com;14;7;3;7;0;0;2;0;0;0;0;0;0;0;2;0;2;100;0;0;100;27,5;44,6;0;0;15,7;19,6;5,0;95,0;Critical;47,4;Medium;api2.talktt.com;21938675;;TalkTT Services;TalkTT Services;Renton;WA;talktt.com;01-Oct;Private;I do not have enough information to determine if TalkTT Services (talktt.com) has been acquired. The search results identify it as an unfunded company founded in 2008 and currently operated by Alia Network Corporation, but they do not mention any acquisition events.;Less;2008;NA;Interconnected VoIP;JianSong Xu
427;tcaexpress.net;24;2;2;5;0;1;1;0;8;7;7;0;0;0;3;1;3;94,2;40;100;100;74,9;12,6;1,7;31,5;14,2;32,5;5,0;95,0;Critical;38,2;Medium;mccready.tcaexpress.net;7069867;THE COMMUNITY CABLE TELEVISION AGENCY OF O'BRIEN C;"The Community Agency ""TCA""";"The Community Agency ""TCA""";Sanborn;IA;tcaexpress.net;Nov-20;Private;"I do not have enough information to determine if The Community Agency ""TCA"" (tcaexpress.net) based in Sanborn, IA has been acquired. The search results mention an acquisition of a different entity called ""Seaside's Community Agencies"" by SUN Behavioral Health, but this does not appear to be related to the telecommunications company in Sanborn.";$1 million - $5 million;2000;WISP or Cable;Cable TV provider of local exchange;DJ Weber
428;technellogic.com;14;2;1;2;0;1;2;0;0;0;0;0;0;0;0;1;0;100;40;0;50;34,7;13;2,9;0;7,9;18,2;5,0;95,0;Critical;26,3;Medium;voip.technellogic.com;31764590;;Justin Ovenell;Justin Ovenell;Missoula;MT;technellogic.com;01-Oct;Private;I do not have enough information to determine if Technellogic (technellogic.com), owned by Justin Ovenell, has been acquired. The available data and search results do not provide any records of an acquisition for this specific entity based in Missoula, MT.;Less than $1 million;2021;WISP;Interconnected VoIP;Justin Ovenell
429;sentrics.com;35;4;4;5;0;1;0;3;0;0;4;0;0;0;2;2;4;100;40;40;60;66;11,3;1,1;4,6;13,1;26,9;5,0;95,0;Critical;28,3;Medium;sentrics.com;29393691;;Sentrics;Sentrics;Ormond Beach;FL;sentrics.com;101-200;Private;I do not have enough information to determine if Sentrics (sentrics.com) has been acquired. The search results indicate that Sentrics is an active acquirer that has purchased several companies, including Connected Living, Luna Lights, Silversphere, SeniorTV, and Allen Technologies, but they do not mention an acquisition of Sentrics itself.;$20,000,000;2018;Cable;Interconnected VoIP;Eric Hinkle
430;shawnee.com;12;3;1;5;0;0;1;0;0;2;2;2;0;0;3;1;2;86,4;0;100;100;62,1;29;0;16,7;22,5;30,9;5,0;95,0;Critical;45,4;Medium;home.shawnee.com;2816411;Shawnee Communications, Inc.;Moultrie Independent Telephone Company;Moultrie Independent Telephone Company;Lovington;IL;shawnee.com;Nov-50;Private;Aquired by Shawnee Communications;$5M-$10M;1948;WISP;Incumbent Local Exchange Carrier;James Grisham
431;sinpin.com;39;5;1;9;0;0;1;0;1;0;0;0;0;1;4;6;1;86,4;0;55;100;57,6;14,9;0;2,1;12,1;35,3;5,0;95,0;Critical;32,2;Medium;app.sinpin.com;18755512;;Look International Inc;Look International;Stuart;FL;sinpin.com;Nov-50;Private;"I do not have enough information to determine if Look International Inc (sinpin.com) has been acquired. While search results mention a distribution agreement between SurgePays and SIN PIN in January 2024, there is no record of an acquisition. Other search results refer to the acquisition of ""The Look Company"" and ""New Look Vision Group,"" which are different entities.";$1M-$5M;2007;NA;Prepaid Card;Asad Ibrahim
432;skytel.com;294;2;5;5;0;1;0;9;16;0;0;0;0;0;0;0;3;100;40;55;60;44,8;1,3;0,1;3;1,2;3,9;5,0;95,0;Critical;4,7;Minimal;apps.skytel.com;17628322;;Skytel Spectrum, LLC.;Skytel Spectrum;Austin;TX;skytel.com;01-Oct;Private;Acquired by Viatel Group;$1M-$5M;2008;WISP;Other Mobile;Andrew Fitton
433;smithville.com;121;7;5;9;1;0;4;15;7;9;9;9;0;0;2;2;2;100;50;100;80;62,1;5,9;0,4;10,6;5,8;19,3;5,0;95,0;Critical;23,9;Low;conference.smithville.com;4955837;TRACEROAD INC;Smithville Telephone Company, Inc.;Smithville Telephone Company;Smithville;MS;smithville.com;350;Private;Based on the provided documents, Smithville Telephone Company (now commonly known as Smithville Communications or Smithville Fiber) is a fifth-generation, family-owned business and is described as Indiana's largest privately held telecommunications company. While the company has acquired other smaller entities (such as Rice Belt Telephone Co.) and sold specific assets (such as fiber assets in Texas to Highline in 2025 and a limited partnership interest to Contel in 1995), the company itself has not been acquired and remains independent.;$23.0M;1922;NA;Incumbent Local Exchange Carrier;Roger Thompson
434;socen.com;45;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;30;66;2,2;0;0;2;10,4;5,0;95,0;Critical;9,6;Minimal;speed.socen.com;18893131;SOUTH CENTRAL UTAH TELEPHONE ASSN INC;South Central Communications;South Central Communications;Kanab;UT;socen.com;121;Private;I do not have enough information to determine if South Central Communications (socen.com) based in Kanab, UT, has been acquired. The search results discuss a media company in Indiana and a telecommunications company in Iowa with the same name, as well as a franchise agreement for South Central Communications dba SC Broadband in Utah, but none of the provided documents mention an acquisition of the Utah-based entity.;$40.7;1953;WISP or Cable;CAP/LEC;Michael East
435;tctelco.net;59;3;1;5;0;1;1;0;0;3;3;3;0;5;5;2;1;100;40;100;90;62,1;5,6;0,7;7,2;5,8;29,7;5,0;95,0;Critical;25,2;Medium;mail.tctelco.net;1630433;TRI COUNTY TELEPHONE ASSOCIATION INC;The Tri-County Telephone Association, Inc.;The Tri-County Telephone Association;Council Grove;KS;tctelco.net;35;Private;"Based on the provided documents, there are two distinct entities named Tri-County Telephone Association. The company in the spreadsheet (based in Council Grove, KS, with the domain tctelco.net) has not been acquired; it held its 62nd Annual Meeting of Members as a cooperative in March 2025. A different entity with the same name based in Wyoming was acquired by BHT Holdings in 2014.";$65.8;1953;Cable;Incumbent Local Exchange Carrier;Jason Pettit
436;pbx-change.com;282;5;4;6;0;1;1;3;2;10;0;0;0;1;2;12;1;100;40;100;90;64,1;1,9;0,1;1,3;3,1;10,5;5,0;95,0;Critical;8,9;Minimal;boot.pbx-change.com;16095622;;PBX-Change;PBX-Change;Tampa;FL;pbx-change.com;22;Private;I do not have enough information to determine if PBX-Change has been acquired. The search results indicate that PBX-Change rebranded to KUDUCOM in January 2023 and has made no acquisitions or investments of its own. While a company named PBX Systems was acquired by CallHarbor in 2024, there is no evidence that this refers to PBX-Change (now KUDUCOM).;Less than $1 million;1999;WISP;Interconnected VoIP;Ryan Yaldor
437;pctelcom.coop;51;4;3;6;0;1;2;0;0;5;5;5;0;0;3;0;2;100;40;100;90;62,1;9,2;0,8;9,8;5,3;19,2;5,0;95,0;Critical;23,6;Low;ns.pctelcom.coop;4314316;PHILLIPS COUNTY TELEPHONE COMPANY;Phillips County Telephone Company;Phillips County Telephone Company;Holyoke;CO;pctelcom.coop;51-200;Private;Not acquired;$10-50 million;1906;Cable;Incumbent Local Exchange Carrier;Kevin Lybrand
438;pdvn.net;29;2;2;4;0;0;4;0;12;12;12;1;1;0;1;1;3;100;0;100;60;100;10,4;0;44,8;13,1;39,9;5,0;95,0;Critical;52,7;High;admin.pdvn.net;32959900;;Preferred Data Voice Networks;Preferred Data Voice;BATON ROUGE;LA;pdvn.net;13;Private;I do not have enough information to determine if Preferred Data Voice Networks (pdvn.net), based in Baton Rouge, LA, has been acquired. The search results mention the acquisition of a similarly named company, Preferred Technology Solutions (PTS) based in Dallas, TX, by Meriplex, but there is no record of an acquisition for the Baton Rouge entity.;$1M-$5M;1980;NA;Interconnected VoIP;Melissa Asevedo
439;peacecom.net;81;2;6;8;0;0;0;6;12;1;8;1;0;0;1;2;0;100;0;100;50;62,1;6,5;0;12,8;3,1;16,8;5,0;95,0;Critical;21,3;Low;dps.peacecom.net;19189331;;Peace Communications, LLC.;Peace Communications;Chattanooga;TN;peacecom.net;16;Private;"Based on the provided documents, Peace Communications, LLC (peacecom.net) has not been acquired; instead, it was the acquirer in a recent transaction. According to a petition filed with the Tennessee Public Utility Commission in March 2025, Peace Communications, LLC closed an acquisition of Nexus Group, Inc. on June 30, 2023, and subsequently merged Nexus's operations into its own. While other entities with ""Peace"" in their name have been acquired (such as Peace Software by First Data and Peace Technology, Inc. by ITSolutions), there is no information indicating that the Chattanooga-based Peace Communications, LLC has been acquired.";$1M-$5M;2000;WISP;CAP/LEC;James Peace
440;pelicanbroadband.com;13;1;1;5;0;1;0;0;0;4;0;0;0;0;4;2;0;100;40;25;80;57,6;20;3,1;7,7;16,9;34,6;5,0;95,0;Critical;35,6;Medium;conference.pelicanbroadband.com;3758588;;Northeast Tel;Northeast Tel;Colliston;LA;pelicanbroadband.com;Nov-50;Private;"Northeast Tel has not been acquired; rather, it acquired CP-TEL Holdings, Inc. (now rebranded as Pelican Broadband) in a transaction finalized in early 2024.";$1M-$5M;1946;NA;CAP/LEC;Michael George
441;pinebelt.net;53;2;2;4;0;0;0;2;0;2;2;2;0;0;2;1;0;100;0;100;50;64,1;4,9;0;3,8;2,8;16;5,0;95,0;Critical;15,6;Low;forums.pinebelt.net;1753870;PINE BELT COMMUNICATIONS INC;Pine Belt Telephone;Pine Belt Telephone;Arlington;AL;pinebelt.net;51-200;Private;Based on the provided information, Pine Belt Telephone (Pine Belt Communications) is a privately owned company and has not been acquired.;$10-50 million;1958;WISP;Incumbent Local Exchange Carrier;John Nettles
442;povn.com;22;2;2;3;1;1;1;0;13;11;13;0;0;0;1;0;3;100;90;100;60;79,5;11,7;4,1;58,6;10,9;42,8;5,0;95,0;Critical;60,7;High;radius.povn.com;20641288;;Pend Oreille Valley Networks, Inc.;Pend Oreille Valley;Newport;WA;povn.com;01-Oct;Private;I do not have enough information to determine if Pend Oreille Valley Networks, Inc. (povn.com) has been acquired. The search results contain information about the Pend Oreille Valley Railroad (POVA) and the sale of Buck Quarter Ranch to an anonymous billionaire, but do not specify the acquisition status of the internet service provider Pend Oreille Valley Networks.;\<$1M;1996;WISP;Interconnected VoIP;Melannie Jones
443;powerstreamfiber.com;7;0;0;0;1;1;0;0;0;7;7;7;0;0;0;0;0;0;90;100;0;62,1;0;12,9;100;0;62,1;5,0;95,0;Critical;90,7;Critical;autoconfig.powerstreamfiber.com;5926738;;PowerStream Fiber;PowerStream Fiber;Greensburg;IN;powerstreamfiber.com;Nov-50;Private;I do not have enough information to determine if PowerStream Fiber (powerstreamfiber.com) based in Greensburg, IN, has been acquired. The search results discuss the acquisition of a different company with a similar name, PowerStream Energy Services (a Canadian sub-metering provider), by Northleaf Capital Partners, but there is no mention of an acquisition for the Indiana-based fiber broadband provider launched by Decatur County REMC.;$5M-$10M;1938;NA;Interconnected VoIP;Matthew Raver
444;precision-computer.com;33;2;2;4;0;0;2;0;2;2;0;0;0;0;2;3;1;98;0;80;100;66;7,6;0;4,8;9,7;32,3;5,0;95,0;Critical;28,5;Medium;docs.precision-computer.com;35671445;;Precision Computer;Precision Computer;Sedalia;MO;precision-computer.com;02-Oct;Private;I do not have enough information to determine if Precision Computer (precision-computer.com) has been acquired. While search results mention the acquisition of Precision Manufacturing in Sedalia by Tri-L Manufacturing, that is a different company focused on agricultural equipment. Precision Computer is a DBA for D&D Technologies LLC and provides IT services. Other acquisitions mentioned in the data refer to unrelated companies such as Precision Computer Systems in South Dakota or Precision Software Limited in Ireland.;$1M-$5M;2003;WISP;Interconnected VoIP;Daniel Ognevchuk
445;princetonhs.com;23;0;1;2;1;1;6;0;10;10;10;0;0;0;1;1;3;67,7;90;100;100;70,8;4,3;3,9;43,5;17,4;43,9;5,0;95,0;Critical;52,3;High;admin.princetonhs.com;21759121;;Princeton Hosted Solutions, LLC;Princeton Hosted Solutions;Haddonfield;NJ;princetonhs.com;51 to 100;Private;Aquired by Helient Systems to form Helient Technologies, LLC.;$15 million to $25 million;2012;WISP;Local Reseller;Bradford Bono
446;rallynet.us;13;3;3;5;1;1;2;0;5;1;1;0;0;0;3;4;1;95,7;90;95;100;67,7;28,2;6,9;26,2;30;34,3;5,0;95,0;Critical;48,0;Medium;rallynet.us;25531922;New Florence Holdings, Inc;Cleveland County Telephone Company;Cleveland County Telephone Company;Oregon;MO;rallynet.us;;Private;Acquired by New Florence Telephone Company (now Rally Networks);;;WISP;Incumbent Local Exchange Carrier;Garrin Bott
447;raza.com;11;2;1;4;0;1;2;0;0;2;2;0;0;0;2;2;1;85,6;40;65;100;40,2;23,7;3,6;11,8;23,6;29,8;5,0;95,0;Critical;37,8;Medium;smtp.raza.com;10329589;;Raza Telecom, Inc.;Raza Telecom;Chicago;IL;raza.com;Nov-50;Private;I do not have enough information to determine if Raza Telecom, Inc. (raza.com) has been acquired. The search results identify Raza (also known as Raza Communications) in Chicago as an unfunded company. Other mentions of acquisitions involve different entities, such as Raza Microelectronics being acquired by NetLogic Microsystems or the sale of a radio station named La Raza in Wichita.;$6.7 million;1995;WISP;Prepaid Card;Azim Hemani
448;telserv.nl;41;1;2;4;0;1;3;0;6;0;0;0;0;0;2;1;1;100;40;55;100;57,6;5,7;1;8;6,1;12,3;5,0;95,0;Critical;15,6;Low;121.telserv.nl;29523206;Messagebird Europe B.V.;Telvox Global B.V.;Telvox Global B.V;;;telserv.nl;201-500;Private;I do not have enough information to determine if Telvox Global B.V. (telserv.nl) has been acquired. The search results mention the acquisition of TeleVox Software, Inc. (a US-based healthcare messaging company) by West Corporation in 2007, but provide no information regarding Telvox Global B.V. based in the Netherlands.;$1B-$10B;2000;Cable;Interconnected VoIP;Robert Vis
449;tgtel.com;8;1;1;2;0;0;0;0;2;0;0;0;0;0;1;0;1;100;0;55;60;57,6;17,1;0;13,8;11,2;46;5,0;95,0;Critical;40,7;Medium;speedtest2.tgtel.com;4331047;T.V. Service, Inc.;Thacker-Grigsby Telephone Co., Inc.;Thacker-Grigsby Telephone;Hindman;KY;tgtel.com;51-200;Private;Not acquired;$10-50 million;1956;Cable;Incumbent Local Exchange Carrier;William Grigsby
450;tncii.com;25;3;1;3;0;0;1;0;2;2;2;0;0;0;2;0;1;91,8;0;100;90;69,3;10,2;0;8;6;10,8;5,0;95,0;Critical;14,4;Low;telastic.tncii.com;26996876;;TNC Communications;TNC Communications;Holly Springs;NC;tncii.com;51-200;Private;Aquired by TNCI Operating Company LLC (an entity formed by Garrison Investment Group and Blue Casa Telephone);$10M-$25M;1996;WISP;Interconnected VoIP;Addam Holdorf
451;trans-video.net;578;6;5;6;0;0;0;0;1;0;0;0;0;98;1;1;0;100;0;55;65;34,7;1;0;4,3;0,2;5,8;5,0;95,0;Critical;4,8;Minimal;cpe-104-244-130-157.trans-video.net;3770401;;Trans-Video Communications;Trans-Video Communications;NORTHFIELD;VT;trans-video.net;01-Oct;Private;Acquired by Comcast;Less than $1 million;1951;Cable;Interconnected VoIP;GEORGE L GOODRICH III
452;tri-copy.com;19;3;2;3;0;1;3;0;1;0;0;0;0;0;1;0;0;100;40;55;30;66;14,7;2,1;2,9;6,3;22,8;5,0;95,0;Critical;29,6;Medium;relay.tri-copy.com;31588932;;TRICOPY OFFICE EQUIPMENT, INC.;TRICOPY OFFICE EQUIPMENT;Fayetteville;GA;tri-copy.com;Nov-50;Private;I do not have enough information to determine if Tri-Copy Office Equipment (tri-copy.com) has been acquired. While the search results mention several acquisitions of other office equipment dealers, such as Kopier Net, Office Equipment Source, and Landis Office Center, there is no mention of Tri-Copy being acquired. Current website data indicates it remains a locally owned and independently operated company.;$1 million - $10 million;1999;NA;Interconnected VoIP;Billy Mills
453;twistedvoip.com;44;4;3;8;0;1;3;7;6;5;5;2;0;2;2;0;2;98,4;40;100;60;77,3;10,6;0,9;15,6;9,3;25,8;5,0;95,0;Critical;29,1;Medium;ns3.twistedvoip.com;32759631;;Twisted VoIP;Twisted VoIP;Phoenix;AZ;twistedvoip.com;02-Oct;Private;I do not have enough information to determine if Twisted VoIP (twistedvoip.com) has been acquired. While search results mention the acquisition of companies with similar names, such as Twisted Pair Solutions by Motorola Solutions and Twisted Pair by Xiologix, none specifically refer to the Phoenix-based entity Twisted VoIP.;$1M-$5M;1972;NA;Interconnected VoIP;Michael Burrell
